EmailMessageId,EmailConversationId,EmailMessagePermaKey,TenantPermaKey,AuthorPermaKey,UserProfilePermaKey,EmailParticipantsTypeId,TimeSinceLastEmail,IsReply,IsForward,Label
386972093,122864506,cQstRjWbXQW,Jf6yZsmpzzX,527,0,2,170,1,0,4
386972093,122864506,cQstRjWbXQW,Jf6yZsmpzzX,527,0,2,170,1,0,4
386972093,122864506,cQstRjWbXQW,Jf6yZsmpzzX,527,511,2,170,1,0,4
386972093,122864506,cQstRjWbXQW,Jf6yZsmpzzX,527,511,2,170,1,0,4
386972093,122864506,cQstRjWbXQW,Jf6yZsmpzzX,527,587,2,170,1,0,4
388050327,140063100,9z4b44HXQJ8,3Bhx1lcF38ZG,577,411,2,261,1,0,3
388050327,140063100,9z4b44HXQJ8,3Bhx1lcF38ZG,577,530,2,261,1,0,3
388050327,140063100,9z4b44HXQJ8,3Bhx1lcF38ZG,577,600,2,261,1,0,3
384394493,145115952,466YxRYlBczH,9cN5c5M89hj,572,521,3,0,1,0,3
384394493,145115952,466YxRYlBczH,9cN5c5M89hj,572,572,3,0,1,0,3
384554170,108483111,22QYDbFclCj7,38hXfqNyg8qv,601,503,2,7,1,0,3
384645368,108483111,3zwfjHfglgY1,38hXfqNyg8qv,521,503,2,5,1,0,3
385184659,147189079,3nrB7BTGft2f,42DVNwZlzTSX,602,524,2,68,1,0,3
384647405,108483111,wpnPYj6gS6h,38hXfqNyg8qv,601,503,2,0,1,0,3
384665947,108483111,3xLJY8HdPDx2,38hXfqNyg8qv,521,503,2,0,1,0,3
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
396703893,102443509,tCmBv2NVcPF,4BnfPyktjcQL,39,50,2,768,1,0,4
